,Feature_1,Feature_2,Labels
0,10.273447798884147,-0.4941527374099591,0
1,9.959549528390408,1.5643722181430433,0
2,9.60857348545188,1.1863402849708187,0
3,9.358355959018375,0.8487103111321685,0
4,9.721999744183835,2.30489606084051,0
5,8.227142129342003,0.2134476185813046,0
6,11.386614027334662,0.7893476878615717,0
7,9.25450323886124,-0.39106120559331686,0
8,9.448507929523274,-0.19870545823188762,0
9,10.578780368143036,2.1127268426270094,0
10,9.427349479176888,0.8731120172209834,0
11,8.687399254416993,0.27606095914662937,0
12,10.27467456978968,1.559035584108173,0
13,9.695273904420272,-1.0471959989470376,0
14,8.617972622088287,-0.04807861472299907,0
15,10.717417121963843,2.171930978108659,0
16,9.320396567877731,-0.5775908184195762,0
17,10.307690360380771,1.6429423848561955,0
18,8.749272895759377,0.5763396093096718,0
19,10.305295039015407,0.6288769685410236,0
20,8.361918072755014,-1.0676277734584847,0
21,10.807985748429012,0.604403094037776,0
22,10.014531819664755,-1.6102419853270864,0
23,8.499519464955453,0.2388424272261846,0
24,10.132401212979488,0.9253303690511783,0
25,12.12883317826467,0.5617840601084079,0
26,9.115956933319854,-0.07788684500733672,0
27,10.532381811851229,0.7361724013058619,0
28,7.425884213094493,0.9719796259961759,0
29,8.805100971909955,-0.9118933831983285,0
30,9.699169446120175,-0.9426565924548747,0
31,9.649431754237424,-0.7266072751080224,0
32,9.823612574521524,0.6799495718005663,0
33,9.224591963851225,1.6814645843998786,0
34,9.47430014394339,0.1904797634810379,0
35,9.126678786181898,0.8588409146778568,0
36,8.01449601888098,0.9896889150404895,0
37,8.651626392587604,0.1920310822258836,0
38,9.230129084852734,2.308349192225589,0
39,8.9264310430283,1.0782337985857273,0
40,7.877622478070735,0.40820085311568755,0
41,10.022014296790024,0.4390626212117196,0
42,8.41508463823048,0.013887269664866864,0
43,10.850897119711165,0.9839296174358916,0
44,8.627823885486857,0.9632342891777885,0
45,11.35687855123872,1.6327478709127021,0
46,9.331107871545619,-0.7098472091277843,0
47,9.535612746300226,-0.26336574852669664,0
